,drug_combination,cell_line,synergy
1721,AZD7762 + MK-1775,SW837,1.0
1722,Lapatinib + Crizotinib,SW837,0.0
1723,Lapatinib + Dabrafenib,SW837,0.0
1724,Lapatinib + LGK974,SW837,0.0
1725,Lapatinib + Linsitinib,SW837,1.0
1726,Lapatinib + MK-2206,SW837,1.0
1727,Lapatinib + Navitoclax,SW837,1.0
1728,Lapatinib + PD173074,SW837,1.0
1729,Lapatinib + Palbociclib,SW837,0.0
1730,Lapatinib + Pictilisib,SW837,1.0
1731,Lapatinib + Taselisib,SW837,1.0
1732,Lapatinib + Trametinib,SW837,1.0
1733,MK-1775 + Cisplatin,SW837,1.0
1734,MK-1775 + Nutlin-3a (-),SW837,1.0
1735,MK-1775 + Pictilisib,SW837,1.0
1736,MK-2206 + OSI-027,SW837,1.0
1737,Navitoclax + Afatinib,SW837,1.0
1738,Navitoclax + Axitinib,SW837,1.0
1739,Navitoclax + Taselisib,SW837,1.0
1740,Navitoclax + Trametinib,SW837,1.0
1741,Nilotinib + Trametinib,SW837,1.0
1742,Olaparib + MK-1775,SW837,1.0
1743,Taselisib + Afatinib,SW837,1.0
1744,Taselisib + LGK974,SW837,0.0
1745,Taselisib + Linsitinib,SW837,0.0
1746,Taselisib + MK-2206,SW837,1.0
1747,Taselisib + Navitoclax,SW837,1.0
1748,Taselisib + OSI-027,SW837,1.0
1749,Taselisib + Olaparib,SW837,1.0
1750,Taselisib + Palbociclib,SW837,1.0
1751,Taselisib + Sapitinib,SW837,0.0
1752,Taselisib + Trametinib,SW837,1.0
1753,Trametinib + Afatinib,SW837,1.0
1754,Trametinib + LGK974,SW837,0.0
1755,Trametinib + Linsitinib,SW837,1.0
1756,Trametinib + MK-2206,SW837,1.0
1757,Trametinib + Navitoclax,SW837,1.0
1758,Trametinib + Olaparib,SW837,1.0
1759,Trametinib + Palbociclib,SW837,1.0
1760,Trametinib + Pictilisib,SW837,1.0
1761,Trametinib + SCH772984,SW837,0.0
1762,Trametinib + Taselisib,SW837,1.0
1763,AZD7762 + Cisplatin,SW948,1.0
1764,AZD7762 + MK-1775,SW948,1.0
1765,Lapatinib + Crizotinib,SW948,1.0
1766,Lapatinib + Dabrafenib,SW948,0.0
1767,Lapatinib + LGK974,SW948,0.0
1768,Lapatinib + Linsitinib,SW948,1.0
1769,Lapatinib + MK-2206,SW948,1.0
1770,Lapatinib + Navitoclax,SW948,1.0
1771,Lapatinib + PD173074,SW948,1.0
1772,Lapatinib + Palbociclib,SW948,0.0
1773,Lapatinib + Pictilisib,SW948,0.0
1774,Lapatinib + Taselisib,SW948,1.0
1775,Lapatinib + Trametinib,SW948,1.0
1776,MK-1775 + Cisplatin,SW948,1.0
1777,MK-1775 + Nutlin-3a (-),SW948,1.0
1778,MK-1775 + Pictilisib,SW948,1.0
1779,MK-2206 + OSI-027,SW948,1.0
1780,Navitoclax + Afatinib,SW948,1.0
1781,Navitoclax + Axitinib,SW948,1.0
1782,Navitoclax + Taselisib,SW948,1.0
1783,Navitoclax + Trametinib,SW948,1.0
1784,Nilotinib + Trametinib,SW948,1.0
1785,Olaparib + MK-1775,SW948,1.0
1786,Taselisib + Afatinib,SW948,1.0
1787,Taselisib + LGK974,SW948,1.0
1788,Taselisib + Linsitinib,SW948,1.0
1789,Taselisib + MK-2206,SW948,1.0
1790,Taselisib + Navitoclax,SW948,1.0
1791,Taselisib + OSI-027,SW948,1.0
1792,Taselisib + Olaparib,SW948,0.0
1793,Taselisib + Palbociclib,SW948,1.0
1794,Taselisib + Sapitinib,SW948,1.0
1795,Taselisib + Trametinib,SW948,1.0
1796,Trametinib + Afatinib,SW948,1.0
1797,Trametinib + LGK974,SW948,1.0
1798,Trametinib + Linsitinib,SW948,1.0
1799,Trametinib + MK-2206,SW948,1.0
1800,Trametinib + Navitoclax,SW948,1.0
1801,Trametinib + Olaparib,SW948,0.0
1802,Trametinib + Palbociclib,SW948,1.0
1803,Trametinib + Pictilisib,SW948,1.0
1804,Trametinib + SCH772984,SW948,1.0
1805,Trametinib + Taselisib,SW948,1.0
1806,AZD7762 + Cisplatin,T84,1.0
1807,AZD7762 + MK-1775,T84,1.0
1808,Lapatinib + Crizotinib,T84,1.0
1809,Lapatinib + Dabrafenib,T84,1.0
1810,Lapatinib + LGK974,T84,0.0
1811,Lapatinib + Linsitinib,T84,1.0
1812,Lapatinib + MK-2206,T84,1.0
1813,Lapatinib + Navitoclax,T84,1.0
1814,Lapatinib + PD173074,T84,1.0
1815,Lapatinib + Palbociclib,T84,0.0
1816,Lapatinib + Pictilisib,T84,1.0
1817,Lapatinib + Taselisib,T84,1.0
1818,Lapatinib + Trametinib,T84,0.0
1819,MK-1775 + Cisplatin,T84,1.0
1820,MK-1775 + Nutlin-3a (-),T84,1.0
1821,MK-1775 + Pictilisib,T84,0.0
1822,MK-2206 + OSI-027,T84,1.0
1823,Navitoclax + Afatinib,T84,1.0
1824,Navitoclax + Axitinib,T84,1.0
1825,Navitoclax + Taselisib,T84,1.0
1826,Navitoclax + Trametinib,T84,1.0
1827,Nilotinib + Trametinib,T84,1.0
1828,Olaparib + MK-1775,T84,0.0
1829,Taselisib + Afatinib,T84,1.0
1830,Taselisib + LGK974,T84,0.0
1831,Taselisib + Linsitinib,T84,1.0
1832,Taselisib + MK-2206,T84,1.0
1833,Taselisib + Navitoclax,T84,1.0
1834,Taselisib + OSI-027,T84,1.0
1835,Taselisib + Olaparib,T84,1.0
1836,Taselisib + Palbociclib,T84,0.0
1837,Taselisib + Sapitinib,T84,1.0
1838,Taselisib + Trametinib,T84,1.0
1839,Trametinib + Afatinib,T84,1.0
1840,Trametinib + LGK974,T84,0.0
1841,Trametinib + Linsitinib,T84,1.0
1842,Trametinib + MK-2206,T84,1.0
1843,Trametinib + Navitoclax,T84,1.0
1844,Trametinib + Olaparib,T84,1.0
1845,Trametinib + Palbociclib,T84,0.0
1846,Trametinib + Pictilisib,T84,1.0
1847,Trametinib + SCH772984,T84,0.0
1848,Trametinib + Taselisib,T84,1.0
