,drug_name_A,drug_name_B,cell_line,synergy,PD_A,PD_B,Perturbation,drug_combination,inhibitor_group_A,inhibitor_group_B,inhibitor_combination,targets_A,targets_B,target_combination
363,Capivasertib,Neratinib,SW837,10.65231378,PD_03,PD_11,PD_03-PD_11,Capivasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
364,Everolimus,Capivasertib,SW837,4.432419864,PD_08,PD_03,PD_08-PD_03,Everolimus + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
365,Everolimus,Ipatasertib,SW837,2.81572331,PD_08,PD_03,PD_08-PD_03,Everolimus + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
366,Everolimus,Lapatinib,SW837,2.390166668,PD_08,PD_11,PD_08-PD_11,Everolimus + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
367,Everolimus,Navitoclax,SW837,19.27985961,PD_08,PD_13,PD_08-PD_13,Everolimus + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
368,Everolimus,Neratinib,SW837,1.359997669,PD_08,PD_11,PD_08-PD_11,Everolimus + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
369,Everolimus,Obatoclax,SW837,7.118228137,PD_08,PD_15,PD_08-PD_15,Everolimus + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
370,Everolimus,Oxaliplatin,SW837,-1.004235852,PD_08,,PD_08-nan,Everolimus + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
371,Everolimus,Palbociclib,SW837,0.885087775,PD_08,PD_16,PD_08-PD_16,Everolimus + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
372,Everolimus,SN-38,SW837,3.3448595,PD_08,,PD_08-nan,Everolimus + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
373,Everolimus,Ulixertinib,SW837,1.316713492,PD_08,PD_21,PD_08-PD_21,Everolimus + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
374,Ipatasertib,Lapatinib,SW837,16.02071915,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
375,Ipatasertib,Neratinib,SW837,11.22586995,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
376,PF-477736,MK-1775,SW837,6.744520906,PD_18,PD_12,PD_18-PD_12,PF-477736 + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
377,PF-477736,Niraparib,SW837,-0.509542366,PD_18,PD_14,PD_18-PD_14,PF-477736 + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
378,PF-477736,Olaparib,SW837,-0.733369812,PD_18,PD_14,PD_18-PD_14,PF-477736 + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
379,PF-477736,Palbociclib,SW837,-6.544959341,PD_18,PD_16,PD_18-PD_16,PF-477736 + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
380,PF-477736,PF-3644022,SW837,-0.722686637,PD_18,PD_17,PD_18-PD_17,PF-477736 + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
381,Prexasertib,MK-1775,SW837,6.542212019,PD_18,PD_12,PD_18-PD_12,Prexasertib + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
382,Prexasertib,Niraparib,SW837,-2.859069112,PD_18,PD_14,PD_18-PD_14,Prexasertib + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
383,Prexasertib,Olaparib,SW837,-0.685123349,PD_18,PD_14,PD_18-PD_14,Prexasertib + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
384,Prexasertib,Palbociclib,SW837,-8.336367485,PD_18,PD_16,PD_18-PD_16,Prexasertib + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
385,Prexasertib,PF-3644022,SW837,-0.959242029,PD_18,PD_17,PD_18-PD_17,Prexasertib + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
386,Torin 1,Capivasertib,SW837,5.39075182,PD_08,PD_03,PD_08-PD_03,Torin 1 + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
387,Torin 1,Ipatasertib,SW837,7.532483802,PD_08,PD_03,PD_08-PD_03,Torin 1 + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
388,Torin 1,Lapatinib,SW837,8.29385471,PD_08,PD_11,PD_08-PD_11,Torin 1 + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
389,Torin 1,Navitoclax,SW837,22.23685776,PD_08,PD_13,PD_08-PD_13,Torin 1 + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
390,Torin 1,Neratinib,SW837,6.30428563,PD_08,PD_11,PD_08-PD_11,Torin 1 + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
391,Torin 1,Obatoclax,SW837,4.005375046,PD_08,PD_15,PD_08-PD_15,Torin 1 + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
392,Torin 1,Oxaliplatin,SW837,-2.192898924,PD_08,,PD_08-nan,Torin 1 + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
393,Torin 1,Palbociclib,SW837,-1.706612285,PD_08,PD_16,PD_08-PD_16,Torin 1 + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
394,Torin 1,SN-38,SW837,3.16524105,PD_08,,PD_08-nan,Torin 1 + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
395,Torin 1,Ulixertinib,SW837,-1.263106291,PD_08,PD_21,PD_08-PD_21,Torin 1 + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
396,AZD-8055,Capivasertib,SW948,11.48249361,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Capivasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
397,AZD-8055,Ipatasertib,SW948,14.29622341,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Ipatasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
398,AZD-8055,Lapatinib,SW948,19.14798562,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Lapatinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
399,AZD-8055,Navitoclax,SW948,21.35125509,PD_02,PD_13,PD_02-PD_13,AZD-8055 + Navitoclax,PIK3_MTORi,BCL2L1i,PIK3_MTORi + BCL2L1i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
400,AZD-8055,Neratinib,SW948,3.721114319,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Neratinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
401,AZD-8055,Obatoclax,SW948,5.562877154,PD_02,PD_15,PD_02-PD_15,AZD-8055 + Obatoclax,PIK3_MTORi,BCL2i,PIK3_MTORi + BCL2i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['BCL2'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2']"
402,AZD-8055,Oxaliplatin,SW948,-1.57766525,PD_02,,PD_02-nan,AZD-8055 + Oxaliplatin,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
403,AZD-8055,Palbociclib,SW948,2.168639871,PD_02,PD_16,PD_02-PD_16,AZD-8055 + Palbociclib,PIK3_MTORi,CyclinDi,PIK3_MTORi + CyclinDi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
404,AZD-8055,SN-38,SW948,2.555140002,PD_02,,PD_02-nan,AZD-8055 + SN-38,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
405,AZD-8055,Ulixertinib,SW948,15.52562719,PD_02,PD_21,PD_02-PD_21,AZD-8055 + Ulixertinib,PIK3_MTORi,ERKi,PIK3_MTORi + ERKi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['ERK_f'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
406,Capivasertib,Lapatinib,SW948,25.9980947,PD_03,PD_11,PD_03-PD_11,Capivasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
407,Capivasertib,Neratinib,SW948,10.27745395,PD_03,PD_11,PD_03-PD_11,Capivasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
408,Everolimus,Capivasertib,SW948,18.48060176,PD_08,PD_03,PD_08-PD_03,Everolimus + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
409,Everolimus,Ipatasertib,SW948,15.00044431,PD_08,PD_03,PD_08-PD_03,Everolimus + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
410,Everolimus,Lapatinib,SW948,20.70480728,PD_08,PD_11,PD_08-PD_11,Everolimus + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
411,Everolimus,Navitoclax,SW948,22.05690745,PD_08,PD_13,PD_08-PD_13,Everolimus + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
412,Everolimus,Neratinib,SW948,8.997834727,PD_08,PD_11,PD_08-PD_11,Everolimus + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
413,Everolimus,Obatoclax,SW948,2.274815328,PD_08,PD_15,PD_08-PD_15,Everolimus + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
414,Everolimus,Oxaliplatin,SW948,0.820752843,PD_08,,PD_08-nan,Everolimus + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
415,Everolimus,Palbociclib,SW948,2.393139073,PD_08,PD_16,PD_08-PD_16,Everolimus + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
416,Everolimus,SN-38,SW948,6.243041544,PD_08,,PD_08-nan,Everolimus + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
417,Everolimus,Ulixertinib,SW948,15.15930073,PD_08,PD_21,PD_08-PD_21,Everolimus + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
418,Ipatasertib,Lapatinib,SW948,22.65986623,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
419,Ipatasertib,Neratinib,SW948,7.473154525,PD_03,PD_11,PD_03-PD_11,Ipatasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
420,PF-477736,MK-1775,SW948,13.68267582,PD_18,PD_12,PD_18-PD_12,PF-477736 + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
421,PF-477736,Niraparib,SW948,-9.923716682,PD_18,PD_14,PD_18-PD_14,PF-477736 + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
422,PF-477736,Olaparib,SW948,0.540056896,PD_18,PD_14,PD_18-PD_14,PF-477736 + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
423,PF-477736,Palbociclib,SW948,-4.135512325,PD_18,PD_16,PD_18-PD_16,PF-477736 + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
424,PF-477736,PF-3644022,SW948,5.446654713,PD_18,PD_17,PD_18-PD_17,PF-477736 + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
425,Prexasertib,MK-1775,SW948,12.22025106,PD_18,PD_12,PD_18-PD_12,Prexasertib + MK-1775,CHEKi,Wee1i,CHEKi + Wee1i,"['CHEK1', 'CHEK2']","['PLK1', 'WEE1']","['CHEK1', 'CHEK2'] + ['PLK1', 'WEE1']"
426,Prexasertib,Niraparib,SW948,-14.71541822,PD_18,PD_14,PD_18-PD_14,Prexasertib + Niraparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
427,Prexasertib,Olaparib,SW948,-4.035372293,PD_18,PD_14,PD_18-PD_14,Prexasertib + Olaparib,CHEKi,PARPi,CHEKi + PARPi,"['CHEK1', 'CHEK2']",['PARP1'],"['CHEK1', 'CHEK2'] + ['PARP1']"
428,Prexasertib,Palbociclib,SW948,-11.05284949,PD_18,PD_16,PD_18-PD_16,Prexasertib + Palbociclib,CHEKi,CyclinDi,CHEKi + CyclinDi,"['CHEK1', 'CHEK2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['CHEK1', 'CHEK2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
429,Prexasertib,PF-3644022,SW948,3.695878719,PD_18,PD_17,PD_18-PD_17,Prexasertib + PF-3644022,CHEKi,MAPKi,CHEKi + MAPKi,"['CHEK1', 'CHEK2']",['MAPKAPK2'],"['CHEK1', 'CHEK2'] + ['MAPKAPK2']"
430,Torin 1,Capivasertib,SW948,11.15083392,PD_08,PD_03,PD_08-PD_03,Torin 1 + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
431,Torin 1,Ipatasertib,SW948,13.60609336,PD_08,PD_03,PD_08-PD_03,Torin 1 + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
432,Torin 1,Lapatinib,SW948,12.47788867,PD_08,PD_11,PD_08-PD_11,Torin 1 + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
433,Torin 1,Navitoclax,SW948,23.46498678,PD_08,PD_13,PD_08-PD_13,Torin 1 + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
434,Torin 1,Neratinib,SW948,5.243945872,PD_08,PD_11,PD_08-PD_11,Torin 1 + Neratinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
435,Torin 1,Obatoclax,SW948,-1.549835066,PD_08,PD_15,PD_08-PD_15,Torin 1 + Obatoclax,mTORi,BCL2i,mTORi + BCL2i,"['mTOR_c1', 'mTOR_c2']",['BCL2'],"['mTOR_c1', 'mTOR_c2'] + ['BCL2']"
436,Torin 1,Oxaliplatin,SW948,-4.392424846,PD_08,,PD_08-nan,Torin 1 + Oxaliplatin,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
437,Torin 1,Palbociclib,SW948,2.490851872,PD_08,PD_16,PD_08-PD_16,Torin 1 + Palbociclib,mTORi,CyclinDi,mTORi + CyclinDi,"['mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
438,Torin 1,SN-38,SW948,0.97504086,PD_08,,PD_08-nan,Torin 1 + SN-38,mTORi,,,"['mTOR_c1', 'mTOR_c2']",,
439,Torin 1,Ulixertinib,SW948,10.36758712,PD_08,PD_21,PD_08-PD_21,Torin 1 + Ulixertinib,mTORi,ERKi,mTORi + ERKi,"['mTOR_c1', 'mTOR_c2']",['ERK_f'],"['mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
440,AZD-8055,Capivasertib,SW1417,-1.209733299,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Capivasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
441,AZD-8055,Ipatasertib,SW1417,-0.796830922,PD_02,PD_03,PD_02-PD_03,AZD-8055 + Ipatasertib,PIK3_MTORi,AKTi,PIK3_MTORi + AKTi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['AKT1'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['AKT1']"
442,AZD-8055,Lapatinib,SW1417,6.157808711,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Lapatinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
443,AZD-8055,Navitoclax,SW1417,11.42991004,PD_02,PD_13,PD_02-PD_13,AZD-8055 + Navitoclax,PIK3_MTORi,BCL2L1i,PIK3_MTORi + BCL2L1i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
444,AZD-8055,Neratinib,SW1417,3.441629902,PD_02,PD_11,PD_02-PD_11,AZD-8055 + Neratinib,PIK3_MTORi,EGFRi,PIK3_MTORi + EGFRi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
445,AZD-8055,Obatoclax,SW1417,6.880009383,PD_02,PD_15,PD_02-PD_15,AZD-8055 + Obatoclax,PIK3_MTORi,BCL2i,PIK3_MTORi + BCL2i,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['BCL2'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['BCL2']"
446,AZD-8055,Oxaliplatin,SW1417,1.091184844,PD_02,,PD_02-nan,AZD-8055 + Oxaliplatin,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
447,AZD-8055,Palbociclib,SW1417,1.230634626,PD_02,PD_16,PD_02-PD_16,AZD-8055 + Palbociclib,PIK3_MTORi,CyclinDi,PIK3_MTORi + CyclinDi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']","['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']","['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['CCND1', 'CyclinD_CDK4_6', 'CyclinE_CDK2', 'CyclinB_CDK1']"
448,AZD-8055,SN-38,SW1417,3.822359607,PD_02,,PD_02-nan,AZD-8055 + SN-38,PIK3_MTORi,,,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",,
449,AZD-8055,Ulixertinib,SW1417,9.035116033,PD_02,PD_21,PD_02-PD_21,AZD-8055 + Ulixertinib,PIK3_MTORi,ERKi,PIK3_MTORi + ERKi,"['PIK3CA', 'mTOR_c1', 'mTOR_c2']",['ERK_f'],"['PIK3CA', 'mTOR_c1', 'mTOR_c2'] + ['ERK_f']"
450,Capivasertib,Lapatinib,SW1417,8.720405881,PD_03,PD_11,PD_03-PD_11,Capivasertib + Lapatinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
451,Capivasertib,Neratinib,SW1417,-1.897542263,PD_03,PD_11,PD_03-PD_11,Capivasertib + Neratinib,AKTi,EGFRi,AKTi + EGFRi,['AKT1'],"['ERBB2', 'EGFR']","['AKT1'] + ['ERBB2', 'EGFR']"
452,Everolimus,Capivasertib,SW1417,4.214740388,PD_08,PD_03,PD_08-PD_03,Everolimus + Capivasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
453,Everolimus,Ipatasertib,SW1417,2.962465485,PD_08,PD_03,PD_08-PD_03,Everolimus + Ipatasertib,mTORi,AKTi,mTORi + AKTi,"['mTOR_c1', 'mTOR_c2']",['AKT1'],"['mTOR_c1', 'mTOR_c2'] + ['AKT1']"
454,Everolimus,Lapatinib,SW1417,4.383221983,PD_08,PD_11,PD_08-PD_11,Everolimus + Lapatinib,mTORi,EGFRi,mTORi + EGFRi,"['mTOR_c1', 'mTOR_c2']","['ERBB2', 'EGFR']","['mTOR_c1', 'mTOR_c2'] + ['ERBB2', 'EGFR']"
455,Everolimus,Navitoclax,SW1417,3.668183815,PD_08,PD_13,PD_08-PD_13,Everolimus + Navitoclax,mTORi,BCL2L1i,mTORi + BCL2L1i,"['mTOR_c1', 'mTOR_c2']","['BCL2', 'BCL2L1']","['mTOR_c1', 'mTOR_c2'] + ['BCL2', 'BCL2L1']"
